customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,avg_order_value,discount_applied_flag,promo_code_used_flag,subscription_flag,frequency_score,satisfaction_flag,satisfaction_level,promo_dependency_score,promo_dependency_level,value_score,value_tier,loyalty_def_1,loyalty_def_2,customer_segment,age_group,spend_level,retention_score,retention_level
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly,44.0,0,0,0,7,0,Low Satisfaction,0.0,Low Promo Dependency,0.44563461538461535,High Value,0,0,At-Risk Low Value Customers,35-44,High Spend,0.3907948717948718,Low Retention
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months,2.4146341463414633,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.6853269230769231,Premium Value,1,1,Champions,35-44,High Spend,0.6614102564102564,High Retention
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly,28.666666666666668,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.48883333333333334,High Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.29174358974358977,Low Retention
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly,3.888888888888889,0,0,0,7,0,Medium Satisfaction,0.0,Low Promo Dependency,0.46032692307692313,High Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.5814102564102565,Medium Retention
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Fortnightly,50.0,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2758333333333333,Low Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.32343589743589746,Low Retention
3281,45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly,11.4,0,0,0,5,0,Low Satisfaction,0.0,Low Promo Dependency,0.2949487179487179,Low Value,0,0,At-Risk Low Value Customers,45-54,Medium Spend,0.31943589743589745,Low Retention
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually,1.6829268292682926,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.43001923076923076,High Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.5732564102564102,Medium Retention
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly,18.8,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.5294871794871795,Premium Value,0,0,Stable Mid-Value Customers,18-24,High Spend,0.31943589743589745,Low Retention
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months,2.4,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.1519423076923077,Low Value,0,0,At-Risk Low Value Customers,45-54,Low Spend,0.2884871794871795,Low Retention
3285,70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually,3.95,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.4595641025641025,High Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.31933333333333336,Low Retention
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly,2.8181818181818183,0,0,0,7,1,High Satisfaction,0.0,Low Promo Dependency,0.38354487179487184,Mid Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.49941025641025644,Medium Retention
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Fortnightly,16.75,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.4534358974358974,High Value,0,0,Stable Mid-Value Customers,45-54,Medium Spend,0.36189743589743595,Low Retention
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly,1.6578947368421053,0,0,0,7,1,High Satisfaction,0.0,Low Promo Dependency,0.6356217948717948,Premium Value,1,1,Champions,18-24,Medium Spend,0.8243333333333334,High Retention
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly,3.210526315789474,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.36040384615384613,Mid Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.24956410256410255,Low Retention
3290,31,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months,3.125,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.37932692307692306,Mid Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.3604871794871795,Low Retention
3291,52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly,41.0,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.36891666666666667,Mid Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.2792051282051282,Low Retention
3292,29,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly,4.636363636363637,0,0,0,5,0,Low Satisfaction,0.0,Low Promo Dependency,0.30217307692307693,Low Value,0,0,At-Risk Low Value Customers,25-34,Medium Spend,0.38782051282051283,Low Retention
3293,62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly,1.2777777777777777,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.35872435897435895,Mid Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.525974358974359,Medium Retention
3294,19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,1.9361702127659575,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.6550576923076923,Premium Value,1,0,Stable Mid-Value Customers,18-24,High Spend,0.8755128205128205,High Retention
3295,62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,4.0,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.33824358974358976,Mid Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.20394871794871794,Low Retention
3296,70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly,2.2666666666666666,0,0,0,7,0,Low Satisfaction,0.0,Low Promo Dependency,0.31643589743589745,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.5482564102564103,Medium Retention
3297,20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly,0.48936170212765956,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.43269871794871795,High Value,0,1,Champions,18-24,Low Spend,0.7321794871794872,High Retention
3298,67,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly,1.7446808510638299,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.6939807692307692,Premium Value,1,1,Champions,55+,High Spend,0.8193589743589744,High Retention
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months,12.166666666666666,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3151282051282051,Low Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.24564102564102563,Low Retention
3300,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly,1.7777777777777777,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.3663012820512821,Mid Value,0,0,Stable Mid-Value Customers,45-54,Low Spend,0.46982051282051285,Medium Retention
3301,26,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly,2.0,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.5354551282051282,Premium Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.5041794871794871,Medium Retention
3302,36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly,1.8709677419354838,0,0,0,6,0,Low Satisfaction,0.0,Low Promo Dependency,0.4559102564102564,High Value,0,0,At-Risk Low Value Customers,35-44,Medium Spend,0.6862051282051282,High Retention
3303,36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly,2.6451612903225805,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.4987435897435897,High Value,0,0,Stable Mid-Value Customers,35-44,High Spend,0.39733333333333337,Low Retention
3304,20,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly,15.0,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3281282051282051,Mid Value,0,0,At-Risk Low Value Customers,18-24,Medium Spend,0.36189743589743595,Low Retention
3305,30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months,2.1944444444444446,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.5849871794871795,Premium Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.6027179487179487,Medium Retention
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly,1.3225806451612903,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.3515128205128205,Mid Value,0,0,Stable Mid-Value Customers,25-34,Low Spend,0.39733333333333337,Low Retention
3307,63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly,6.5,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2648717948717949,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.388974358974359,Low Retention
3308,18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly,36.0,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.29760256410256414,Low Value,0,0,Stable Mid-Value Customers,18-24,Low Spend,0.2672820512820513,Low Retention
3309,55,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly,2.413793103448276,0,0,0,5,0,Low Satisfaction,0.0,Low Promo Dependency,0.4607179487179487,High Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.6046666666666667,Medium Retention
3310,48,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly,2.473684210526316,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.32757051282051286,Mid Value,0,0,At-Risk Low Value Customers,45-54,Medium Spend,0.48228205128205126,Medium Retention
3311,45,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly,2.25,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.24552564102564103,Low Value,0,0,At-Risk Low Value Customers,45-54,Low Spend,0.4563589743589744,Medium Retention
3312,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually,2.888888888888889,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.35271153846153847,Mid Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.2944871794871795,Low Retention
3313,55,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly,1.6666666666666667,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.5141153846153846,High Value,1,0,Stable Mid-Value Customers,55+,High Spend,0.7068717948717949,High Retention
3314,55,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly,0.6666666666666666,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.39316666666666666,Mid Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.794051282051282,High Retention
3315,55,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly,11.75,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.40057692307692305,Mid Value,0,0,At-Risk Low Value Customers,55+,High Spend,0.2674871794871795,Low Retention
3316,48,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months,17.0,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.28600000000000003,Low Value,0,0,At-Risk Low Value Customers,45-54,Medium Spend,0.21856410256410258,Low Retention
3317,42,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly,9.0,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2809102564102564,Low Value,0,0,At-Risk Low Value Customers,35-44,Low Spend,0.3755897435897436,Low Retention
3318,21,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly,2.2333333333333334,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.5111602564102564,High Value,0,0,Stable Mid-Value Customers,18-24,Medium Spend,0.5291025641025641,Medium Retention
3319,45,Female,Jacket,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly,3.066666666666667,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.305448717948718,Low Value,0,0,At-Risk Low Value Customers,45-54,Medium Spend,0.43666666666666665,Medium Retention
3320,23,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months,1.8235294117647058,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.3134871794871795,Low Value,0,0,Stable Mid-Value Customers,18-24,Low Spend,0.371025641025641,Low Retention
3321,66,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months,0.9777777777777777,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.5030384615384615,High Value,0,1,Champions,55+,Low Spend,0.7068717948717949,High Retention
3322,32,Female,Coat,Outerwear,100,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually,33.333333333333336,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.45428205128205124,High Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.1164102564102564,Low Retention
3323,52,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly,2.13953488372093,0,0,0,7,1,High Satisfaction,0.0,Low Promo Dependency,0.7663269230769231,Premium Value,1,1,Champions,45-54,High Spend,0.8832564102564102,High Retention
3324,54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly,19.5,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3648974358974359,Mid Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.3057435897435897,Low Retention
3325,37,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly,0.7804878048780488,0,0,0,7,0,Medium Satisfaction,0.0,Low Promo Dependency,0.43825000000000003,High Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.8601794871794872,High Retention
3326,29,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly,6.0625,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4954166666666666,High Value,0,0,At-Risk Low Value Customers,25-34,High Spend,0.44766666666666666,Medium Retention
3327,47,Female,Gloves,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually,9.5,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.46959615384615383,High Value,0,0,Stable Mid-Value Customers,45-54,High Spend,0.20033333333333334,Low Retention
3328,47,Female,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly,32.0,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.35971153846153847,Mid Value,0,0,Stable Mid-Value Customers,45-54,Medium Spend,0.19202564102564104,Low Retention
3329,42,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly,3.1818181818181817,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.12731410256410255,Low Value,0,0,At-Risk Low Value Customers,35-44,Low Spend,0.15510256410256412,Low Retention
3330,34,Female,Backpack,Accessories,54,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,54.0,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.14662820512820512,Low Value,0,0,At-Risk Low Value Customers,25-34,Medium Spend,0.03456410256410257,Low Retention
3331,38,Female,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly,2.341463414634146,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.5730576923076923,Premium Value,1,0,Stable Mid-Value Customers,35-44,High Spend,0.6614102564102564,High Retention
3332,55,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly,1.4871794871794872,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.42353846153846153,High Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.6371794871794871,High Retention
3333,27,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly,23.0,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.0298974358974359,Low Value,0,0,At-Risk Low Value Customers,25-34,Low Spend,0.03456410256410257,Low Retention
3334,55,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly,11.666666666666666,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.3036410256410257,Low Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.29174358974358977,Low Retention
3335,66,Female,Shirt,Clothing,23,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually,1.0952380952380953,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.15907051282051282,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.3331025641025641,Low Retention
3336,44,Female,Hat,Accessories,94,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly,1.9583333333333333,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.5999679487179488,Premium Value,1,0,Stable Mid-Value Customers,35-44,High Spend,0.7460256410256411,High Retention
3337,39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4.0,No,Free Shipping,No,No,24,Debit Card,Annually,1.875,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.35875641025641025,Mid Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.3687179487179487,Low Retention
3338,23,Female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly,0.5111111111111111,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.3493846153846154,Mid Value,0,0,Stable Mid-Value Customers,18-24,Low Spend,0.5613333333333332,Medium Retention
3339,29,Female,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly,2.0434782608695654,0,0,0,5,0,Low Satisfaction,0.0,Low Promo Dependency,0.6324038461538461,Premium Value,1,0,Stable Mid-Value Customers,25-34,High Spend,0.8064358974358974,High Retention
3340,20,Female,Gloves,Accessories,99,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly,2.8285714285714287,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.6282435897435897,Premium Value,0,0,At-Risk Low Value Customers,18-24,High Spend,0.7357435897435898,High Retention
3341,42,Female,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly,0.7659574468085106,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.5557115384615384,Premium Value,0,1,Champions,35-44,Low Spend,0.8755128205128205,High Retention
3342,55,Female,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly,1.4285714285714286,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.519551282051282,High Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.6795897435897436,High Retention
3343,66,Female,Jacket,Outerwear,81,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly,1.8,0,0,0,7,0,Medium Satisfaction,0.0,Low Promo Dependency,0.6351923076923077,Premium Value,1,0,Stable Mid-Value Customers,55+,High Spend,0.9056410256410257,High Retention
3344,24,Female,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly,5.166666666666667,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.08847435897435899,Low Value,0,0,At-Risk Low Value Customers,18-24,Low Spend,0.1001025641025641,Low Retention
3345,62,Female,Hat,Accessories,48,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually,2.4,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.34837179487179487,Mid Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.31933333333333336,Low Retention
3346,28,Female,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly,30.333333333333332,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.39078205128205123,Mid Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.05902564102564103,Low Retention
3347,30,Female,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly,3.3,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.530198717948718,Premium Value,0,0,At-Risk Low Value Customers,25-34,High Spend,0.5291025641025641,Medium Retention
3348,22,Female,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly,2.5,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.4395833333333333,High Value,0,0,Stable Mid-Value Customers,18-24,Medium Spend,0.3604871794871795,Low Retention
3349,28,Female,T-shirt,Clothing,74,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months,4.933333333333334,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.3620128205128205,Mid Value,0,0,At-Risk Low Value Customers,25-34,High Spend,0.3494871794871795,Low Retention
3350,35,Female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly,2.7241379310344827,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.44947435897435895,High Value,0,0,At-Risk Low Value Customers,35-44,High Spend,0.5174871794871795,Medium Retention
3351,45,Female,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly,2.2,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.2405897435897436,Low Value,0,0,Stable Mid-Value Customers,45-54,Low Spend,0.20394871794871794,Low Retention
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly,2.7222222222222223,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.45703205128205127,High Value,0,0,Stable Mid-Value Customers,35-44,Medium Spend,0.525974358974359,Medium Retention
3353,55,Female,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,13.714285714285714,0,0,0,1,0,Low Satisfaction,0.0,Low Promo Dependency,0.3319230769230769,Mid Value,0,0,At-Risk Low Value Customers,55+,High Spend,0.1117948717948718,Low Retention
3354,31,Female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months,3.473684210526316,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.4514807692307693,High Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.3951025641025641,Low Retention
3355,42,Female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly,3.0,0,0,0,7,0,Low Satisfaction,0.0,Low Promo Dependency,0.357474358974359,Mid Value,0,0,At-Risk Low Value Customers,35-44,Low Spend,0.5482564102564103,Medium Retention
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,9.333333333333334,0,0,0,1,0,Low Satisfaction,0.0,Low Promo Dependency,0.059397435897435895,Low Value,0,0,At-Risk Low Value Customers,35-44,Low Spend,0.05902564102564103,Low Retention
3357,39,Female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly,3.6923076923076925,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.18506410256410258,Low Value,0,0,At-Risk Low Value Customers,35-44,Medium Spend,0.1788717948717949,Low Retention
3358,41,Female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly,1.8108108108108107,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.49019871794871794,High Value,0,0,At-Risk Low Value Customers,35-44,Medium Spend,0.7013589743589743,High Retention
3359,56,Female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually,2.269230769230769,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.31839743589743585,Low Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.39379487179487177,Low Retention
3360,43,Female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly,2.5517241379310347,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4756025641025641,High Value,0,0,At-Risk Low Value Customers,35-44,High Spend,0.6046666666666667,Medium Retention
